Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-04;Golsäter M et al.;03.09.2026;03.09.2026;Scand J Prim Health Care;2026;Bildunterstützung bei Dreijährigen verbessert Beteiligung in Kinder-Gesundheitsuntersuchungen;Qualitative Studie mit 20 Hausärzten in Schweden zur Erfahrung mit Bildmaterial als Werkzeug, um Dreijährige an Gesundheitsuntersuchungen zu beteiligen und ihre Perspektiven zu erfassen.;Hausärzte berichten, dass Bildunterstützung ihnen hilft, Kinder zuzuhören, Beziehungen aufzubauen und faire Gesundheitsbewertungen durchzuführen – auch in komplexen Situationen. Das Vorgehen fördert Partizipation gemäß UN-Konvention Kinderrechte Artikel 12.;"Skandinavien, ähnliche Primärcare-Strukturen; Übertragbarkeit auf deutsches Kinderschutzsystem gut.";42691317;https://pubmed.ncbi.nlm.nih.gov/42691317/
2026-09-04;Tupanich W et al.;28.07.2026;03.09.2026;J Korean Acad Nurs;2026;Pflege-Schulung zu COVID-19 stärkt Bewusstsein und Prävention bei älteren Menschen in Bangkok;Quasi-experimentelle Studie mit 76 älteren Erwachsenen in Bangkok zu Wirkung eines Health-Literacy-Programms (Pengjuntr V-shape Modell, 6 Domänen) auf COVID-19-Bewusstsein und Präventionsverhalten über 12 Wochen.;Interventionsgruppe zeigte signifikant höhere COVID-19-Awareness und Präventionsverhalten als Kontrolle (p<0,001) nach 4 und 12 Wochen. Effekte blieben stabil. Pflege-gestützte, gemeindebasierte Schulung mit Verhaltensunterstützung (Gruppen, LINE, Aktivitäten, Hausbesuche) wirksam.;"Thailand; Befund zu grundschul-basiertem, mehrmodalem HL-Programm bei Älteren übertragbar, aber an deutsches Sprachennetz angepasst.";42687651;https://pubmed.ncbi.nlm.nih.gov/42687651/
2026-09-04;Palimetaki F et al.;02.09.2026;02.09.2026;BMJ Open Qual;2026;Beteiligung von Pflegepatienten in Inspektionsberichten nimmt zu, bleibt aber gering;Explorative Studie über 273 niederländische Inspektionsberichte zu Pflegeheimen 2020–2023, wie häufig Patienten und Angehörige als Informationsquellen in Qualitätsbewertungen zitiert werden.;Signifikanter Anstieg von Patientenzitaten bei 3 von 16 Bewertungskriterien, besonders zu person-zentrierter Versorgung. Trotz Zunahme bleibt Platz für systematischere Einbeziehung von Patientenerfahrungen bei Qualitätsbewertungen.;Niederlande, vergleichbare Inspektionsstrukturen und Versorgungssysteme mit Deutschland.;42686381;https://pubmed.ncbi.nlm.nih.gov/42686381/
2026-09-04;Vandrevala T et al.;02.09.2026;02.09.2026;PLoS One;2026;Vertrauen in Gesundheitsinformation: schwarze und südasiatische Gemeinschaften in Großbritannien;Qualitative Studie mit 68 Personen (42 Südasien, 26 schwarz) mittels Interviews und Beobachtungen zur Beurteilung von Glaubwürdigkeit und zu kulturellen Einflüssen auf Gesundheitsinformationen.;"Teilnehmer nutzen soziale Medien und persönliche Kontakte als vertraute Quellen; kulturell unpassende Information führt zur Suche nach Alternativen. Eindeutige kulturelle und historische Muster bestimmen, wie und warum Vertrauen gebildet wird – unterschiedlich von der Allgemeinbevölkerung.";"Großbritannien; Befunde zu ethischer Heterogenität übertragbar, aber sprachgebunden (Material auf Englisch).";42685027;https://pubmed.ncbi.nlm.nih.gov/42685027/
2026-09-04;Zhang Q et al.;Sept. 2026;01.09.2026;J Ren Care;2026;Selbstmanagement-Schulung reduziert Müdigkeit bei Hämodialyse-Patienten;Systematisches Review mit Meta-Analyse von 30 Studien zu Wirkung von Selbstmanagement-Schulung, Bewegungstraining und kognitiver Verhaltenstherapie auf Müdigkeit bei erwachsenen Dialysepatienten.;Selbstmanagement-Schulung zeigte signifikanten Effekt auf Müdigkeit (SMD = 0,98, 95% CI [0,69, 1,28], p < 0,001, moderate Evidenzsicherheit). Bewegungstraining auch signifikant (SMD = 0,82, 95% CI [0,44, 1,20], p < 0,001, niedrige Sicherheit). Kognitive Therapie ohne signifikanten Effekt.;"Internationale multizentrische Evidenz; Befund zu Schulung als wirksames Instrument in spezialisierter Versorgung auf Deutschland übertragbar.";42678025;https://pubmed.ncbi.nlm.nih.gov/42678025/
2026-09-04;O'Sullivan A et al.;31.12.2026;29.07.2026;Int J Qual Stud Health Well-being;2026;Zusammenarbeit scheitert oft bei obdachlosen Frauen – Partizipation bleibt Anspruch, nicht Realität;Qualitative Studie mit 12 Professionellen in Soziales/Gesundheit/NGO in Schweden und einem Women's Advisory Board zu Bedingungen für partizipative Entscheidungsfindung bei obdachlosen Frauen mit Komorbiditäten.;"Professionelle berichten Scheitern der Zusammenarbeit zwischen Organisationen, fehlende Perspektive auf Ganzheit, Vermeidung von Verantwortung. Frauen werden selten gehört; bureaucratische Sprache und professionelle Kontrolle dominieren. Effektive Zusammenarbeit braucht frauenzentrierten Ansatz, Anpassung, Vorbereitung und Nachsorge. WAB bestätigt diese Sicht.";"Schweden, ähnliche Sozialversicherungsstrukturen; Empfehlung zu Partizipation unter widrigen Bedingungen übertragbar.";42525429;https://pubmed.ncbi.nlm.nih.gov/42525429/
2026-09-04;Cornaglia F et al.;19.07.2026;19.07.2026;Health Econ;2026;Information über Operationsrisiken ändert Entscheidungen bei Hüftoperation – falsche Erwartungen beeinträchtigen Nutzen;"Discrete-Choice-Experiment mit 400+ Personen, die aus Patientenperspektive über Hüftersatz entschieden; Test, wie Zusatzinformation über Operationsrisiken und Physiotherapie-Verfügbarkeit Glauben und Entscheidungen beeinflussen.";"Glauben an Operationsergebnisse weichen systematisch ab; Zusatzinformation wirkt heterogen. Ausschluss von Physiotherapie als Option erklärt vier Fünftel des Nutzenschadens, falsche Glauben ein Fünftel. Bildung ist starker Vorhersager von Nutzenschaden durch falsche Erwartungen.";"Großbritannien; Befund zu Informationsasymmetrie und Wahlverhalten übertragbar, aber an NHS-freie Arztwahl angepasst nötig.";42473013;https://pubmed.ncbi.nlm.nih.gov/42473013/
2026-09-03;Shih YL et al.;01.09.2026;01.09.2026;J Med Internet Res;2026;Webbasierte eHealth-Plattform verbessert Verständnis von Umweltgiften;Eine doppelblinde randomisierte kontrollierte Studie (n=114 Frauen) testete, ob ein eHealth-Lernprogramm (Phthalates Free) über 6 Monate die Gesundheitskompetenz zu Phthalat-Exposition besser schult als Papierbroschüren.;"Die Interventionsgruppe zeigte signifikant stärkere Steigerung der Gesamtkompetenz um 9,93 Punkte (Wald χ² = 17,74; p < 0,001). Subdomänen (Gesundheitsversorgung, Prävention, Gesundheitsförderung) verbesserten sich ebenfalls signifikant (alle p = 0,001). High-Engagement-Nutzer erreichten bessere Ergebnisse; Usability war hoch (SUS 84,7).";Taiwan, aber Plattform-Ansatz ist sprachunabhängig und auf andere Umweltrisiken übertragbar.;42680485;https://pubmed.ncbi.nlm.nih.gov/42680485/
2026-09-03;Cao L et al.;17.08.2026;01.09.2026;Front Public Health;2026;Lokales Gesundheitscurriculum verbessert Health Literacy an Schulen;Eine Cluster-randomisierte Studie mit 180 Schülern in Qinghai (China) testete ein an lokale Kultur und Umweltgegebenheiten angepasstes Gesundheitsbildungscurriculum.;Die angepasste Curriculum-Gruppe zeigte signifikant höhere Health-Literacy-Werte als Kontrollgruppe: adjustierter mittlerer Unterschied 0,259 (95%-KI 0,243–0,275, p < 0,001, Effektgröße η² = 0,855). Verbesserungen traten in allen sieben Dimensionen auf, unabhängig von ethnischer Herkunft oder Schultyp.;"China, Schulkontext; Lokalisierung und kulturelle Passung sind zentrale Erfolgsfaktoren.";42676662;https://pubmed.ncbi.nlm.nih.gov/42676662/
2026-09-03;Berkesse A et al.;2026;31.08.2026;Sante Publique;2026;Territoriale Suchtprävention mit Patienten als Co-Designer und Co-Produzenten;Eine pragmatische, iterative Fallstudie mit qualitativen Interviews nach Begleitungssitzungen dokumentierte die Entwicklung und Pilotierung einer territorialen Unterstützungseinheit für Suchtgenesung in Partnerschaft mit betroffenen Patienten.;Das Projekt identifizierte fünf Erfolgsfaktoren für Partizipationsvorhaben: klare Patientenidentifikationskriterien, explizite strategische Hypothesen, Socratisches Dialogtraining zur Wissensvermittlung, Co-Authoring und regionale Verankerung. Patient-Partner mobilisierten Erfahrungswissen, transformierten Professionellenpraxis und erweiterten ihre Professionalisierungspfade.;"Frankreich, lokale öffentliche Gesundheit; Modell ist auf andere Gesundheitsherausforderungen übertragbar.";42674990;https://pubmed.ncbi.nlm.nih.gov/42674990/
2026-09-03;Duncan TS et al.;27.06.2026;27.06.2026;BMC Health Serv Res;2026;Patientenbeteiligung im Versorgungssystem: Sichtweisen von Gesundheitsberufen;Eine qualitative Analyse von 247 offenen Antworten aus einer schwedischen Befragung von Gesundheitsberufen untersuchte ihre Wahrnehmungen von Patientenpartizipation auf individueller und organisationaler Ebene.;Gesundheitsberufe befürworteten Beteiligung, benannten aber Systembarrieren: unvollständige Informiertheit von Patienten, Zeitmangel, Ressourcenmangel und fehlende Managementunterstützung. Digitale Tools galten als Ermöglicher, Nutzbarkeit blieb problematisch. Strukturierte Foren und Training wurden als notwendig erachtet.;Schweden, ähnliches öffentliches Gesundheitssystem wie Deutschland.;42365310;https://pubmed.ncbi.nlm.nih.gov/42365310/
2026-09-03;Paloma-Mora B et al.;01.07.2026;25.06.2026;Am J Nurs;2026;Gesundheits-Coaching stärkt Selbstverantwortung von Patienten mit Herzinsuffizienz;Eine quasi-experimentelle Studie untersuchte, ob ein Pflegendenzentriertes Coaching-Programm die Patientenempowerment-Dimensionen (positive Haltung, informierte Entscheidungsfindung, Wissenstaustausch) bei hospitalisierten Herzinsuffizienz-Patienten verbessert.;Die Positivität-Kontrolldimension verbesserte sich signifikant um 0,58 Punkte (p < 0,05). Im Item zur Informiertheit zeigte sich ebenfalls ein signifikanter Unterschied. Coaching erwies sich als wirksam für Empowerment in klinischen Settings, wenn trainierte Pflegende und unterstützendes Umfeld vorhanden sind.;"Spanien, Uniersitätskrankenhaus; Empowerment-Messinstrument ist sprachunabhängig.";42343185;https://pubmed.ncbi.nlm.nih.gov/42343185/
2026-09-03;Daube D et al.;24.06.2026;23.06.2026;Z Evid Fortbild Qual Gesundhwes;2026;Patientenbeteiligung in Forschung: Barrieren und Unterstützungsbedarfe von Forschenden;Eine qualitative Interviewstudie mit 10 klinischen Forschenden und Koordinatoren an der Universitätsklinik Jena untersuchte deren Perspektiven, Barrieren und Unterstützungsbedarfe für aktive Patientenbeteiligung in Studien.;Unterstützungsbedarfe wurden benannt in: Wissen, Kommunikation, Koordination, Strukturbedingungen. Barrieren: späte Patientenintegration, begrenzte Ressourcen, Risiko von bloß symbolischer Partizipation. Forschende forderten praxisorientierte Beratung, kompakte Schulungen, zentrale Rekrutierungsplattformen und bessere Vorgaben durch Förderorganisationen.;"Deutschland, Universitätsklinik; direkt auf deutsches Forschungssystem anwendbar.";42336730;https://pubmed.ncbi.nlm.nih.gov/42336730/
2026-09-02;Montagni I et al.;2026;31.08.2026;Sante Publique;2026;Kinder in Entscheidungen einbeziehen: Cocreation-Roadmap für schulische Prävention psychischer Gesundheit;Französische Studie zur Entwicklung schulischer Interventionen für psychische Gesundheit durch Miteinbeziehung von Kindern (9–11 Jahren) bei der Maßnahmengestaltung.;"Eine sechswöchige Intervention wurde mit 254 Kindern entwickelt und getestet. Das Cocreation-Verfahren kombinierte wissenschaftliche Expertise mit Perspektiven von Eltern, Lehrern, Kindern und Profis; Kinderinput war wesentlich für altersgerechte Verständlichkeit und relevante Inhalte.";Frankreich, vergleichbare Schulstrukturen in DACH-Ländern;42674999;https://pubmed.ncbi.nlm.nih.gov/42674999/
2026-09-02;Von Segesser A et al.;25.08.2026;31.08.2026;Swiss Med Wkly;2026;Smartphone-App zur Vorsorgeverfügung: Nutzerfreundlichkeit und Akzeptanz bei Vorsorgeplanung;Schweizer Studie zur Nutzerfreundlichkeit einer mobilen App (iDecide) zur Erstellung von Vorsorgeverfügungen, bewertet durch Nutzer mittels Fragebögen zu Bedienbarkeit und Informationsqualität.;"94 App-Nutzer bewerteten die Gesamtqualität mit Mittelwert 4,69 von 5 Sternen (SD 0,57; 95%-KI 4,56–4,81), konsistent über Altersgruppen. Nutzer berichteten, dass die App die Erstellung von Vorsorgeverfügungen attraktiver machte und einfach zu bedienen war.";Schweiz, vergleichbares Versicherungssystem, gültige Dokumentationsvorgaben;42672122;https://pubmed.ncbi.nlm.nih.gov/42672122/
2026-09-02;Jivraj K et al.;Okt. 2026;31.08.2026;Health Expect;2026;Shared Decision Making in Psychiatrie: Lücke zwischen Anspruch und Praxis;Qualitative Studie mit Patienten (n=10) und Psychiatern (n=8) in UK-Gemeindediensten zu Erfahrungen mit Shared Decision Making bei psychotischen Störungen.;Beide Gruppen bestätigen SDM als wesentlich, berichten aber Diskrepanzen zwischen Ideal und Praxis. Patienten verlangten bessere Informationen, mehr Einbeziehung Dritter, weniger Machtasymmetrie. Ärzte nannten Zeitdruck, Ressourcenengpässe und Stigma als Barrieren. Systemische Druck verhindert oft explizite Therapieerklärungen.;Großbritannien, NHS-Strukturen ähnlich Kassenpraxen in Deutschland;42671144;https://pubmed.ncbi.nlm.nih.gov/42671144/
2026-09-02;Poliani A et al.;Sept. 2026;31.08.2026;Minerva Gastroenterol (Torino);2026;Fernunterricht für Stomaversorgung: Akzeptanz und Effektivität aus Patienten- und Fachsicht;Italienische phänomenologische Studie zu Patientenerfahrungen und therapeutischen Wahrnehmungen von Fernunterricht in der Stomapflege (10 Patienten, 8 Stomatherapeuten).;Beide Gruppen bewerteten Fernunterricht nach anfänglicher Skepsis als praktisch und nutzbar. Zentrale Barrieren: Scham, technische Probleme, fehlende körperliche Untersuchung. Positive Faktoren: Autonomiegewinn, Unterstützungserlebnis, logistische Vorteile (weniger Reisezeit, kürzere Wartezeiten).;Italien, vergleichbare stationäre Versorgungsstrukturen in Europa;42670813;https://pubmed.ncbi.nlm.nih.gov/42670813/
2026-09-02;Best V et al.;18.06.2026;03.07.2026;Front Public Health;2026;Partizipation in Suchtversorgung: Coproduction-Modell mit Patienten-Erfahrungsexperten;Fallstudie aus Merseyside/Cheshire (UK) zur Etablierung einer Selbsthilfegruppe (ACTIVE) aus Menschen mit Suchterkrankungserfahrung für Design und Evaluation von Alkoholberatungsdiensten.;Die Gruppe trug zu Servicedesign und -evaluation bei, stärkte regionale Netzwerke und verbesserte Personalschulung. Teilnehmer berichteten erhöhte Zuversicht, Wertschätzung und Mitverantwortung. Fünf Erfolgsfaktoren identifiziert: sichere Räume, nachhaltige Ressourcen, Flexibilität, Anerkennung von Erfahrungswissen, Professionalisierungssupport.;Großbritannien, übertragbares Konzept auf deutschsprachige Suchtversorgung;42395278;https://pubmed.ncbi.nlm.nih.gov/42395278/
2026-09-02;Timmer AL et al.;20.06.2026;24.06.2026;Patient Educ Couns;2026;Patientenziele beim Behandlungsgespräch: Gesprächsanalyse bei Kopf-Hals-Tumoren;Niederländische Inhaltsanalyse von 66 Arztkonsultationen zu Therapieentscheidungen: Analyse, welche Patientenziele erörtert und wie Ärzte auf diese reagieren.;"In 11 von 66 Konsultationen wurden keine Patientenziele genannt. In 55 Konsultationen teilweise formuliert, meist implizit, oft spontan von Patienten/Angehörigen. Nur eine Konsultation: Arzt erkundigte sich nach Zielen. Chirurgen antworteten überwiegend mit medizinisch-technischen Erklärungen; individuelle Werte und Sorgen der Patienten wurden selten exploriert.";Niederlande, vergleichbare Spezialistenvergütung und Dokumentation;42341629;https://pubmed.ncbi.nlm.nih.gov/42341629/
2026-09-01;Koraman E et al.;20.07.2026;20.07.2026;J Robot Surg;2026;Patienten-Aufklärung zu roboterassistierter Kniearthroplastik reduziert Angst und verbessert Ergebnisse;Retrospektive Kohortenstudie mit 106 Patienten zur Wirkung standardisierter Aufklärungsmaterialien zu robotergestützter Knieoperation auf präoperative Angst und postoperative Funktionsergebnisse.;Angst sank signifikant von 12,7 auf 9,7 Punkte (p<0,001). Höhere wahrgenommene Beruhigung korrelierte stark mit stärkerer Angstreduktion (ρ=0,92). Größere Angstreduktion führte zu besseren Oxford-Knee-Scores nach 12 Monaten (+2,00 Punkte, 95%-KI 1,56–2,43), niedrigeren WOMAC-Scores (–3,03, 95%-KI –3,90–(–2,17)) und geringeren Schmerzwerten.;Türkische Klinikdaten, Sprachgebundenheit gering – Ansatz auf jede Sprache übertragbar.;42474892;https://pubmed.ncbi.nlm.nih.gov/42474892/
2026-09-01;Stuart A et al.;10.07.2026;10.07.2026;PLoS One;2026;Hausärzte als Vermittler: Barrieren und Chancen bei Hepatitis-C-Diagnostik und Betreuung;Qualitative Studie mit 14 Hausarzt-Champions und systemischer Analyse der Faktoren, die Diagnostik und Wiedereingliederung von Hepatitis-C-Patienten behindern oder fördern.;System-Barrieren: fehlende Anreize für Ärzte, Zeitdruck, unzureichende Prozesse zur Nachverfolgung verlorener Patienten. Chancen: Zusammenarbeit mit regionalen Netzwerken, Peer-Support unter Hausärzten. Champions berichteten erhöhte Arbeitsbelastung, aber auch höhere Motivation durch Erfolge.;Englisches NHS-System, MRCGP-Zertifikat vergleichbar, aber Gatekeeping-Hausarztmodell systemgebunden.;42430390;https://pubmed.ncbi.nlm.nih.gov/42430390/
2026-09-01;Garin N et al.;01.07.2026;01.07.2026;Bull World Health Organ;2026;Apotheker-Schulung zur korrekten Asthma-Inhalator-Entsorgung verdoppelt korrektes Verhalten;Quasi-experimentale Studie in 40 spanischen Krankenhäusern: Apotheker zeigten Asthmapatienten Infografiken zur Umweltschädigung durch unsachgemäße Inhalator-Entsorgung, Nachkontrolle nach 3 Monaten.;Baseline: 46,6% (234/502) entsorgten Inhalatoren korrekt, trotz 86,7% Umweltbewusstsein. Nach 3-Monats-Intervention: 84,1% (418/497) korrekte Entsorgung – Verbesserung um 37,5 Prozentpunkte (p<0,001). Prädiktoren für Compliance: Haushaltsrecycling, Wissen über Entsorgungsprogramme, niedrigeres Einkommen, Aktivitätsbeschränkungen.;Spanien, EU-Pharmazie-Standards vergleichbar, Intervention sprachlich und systemgebunden.;42382473;https://pubmed.ncbi.nlm.nih.gov/42382473/
2026-09-01;Lightfoot CJ et al.;Aug. 2026;28.06.2026;Health Expect;2026;Digitale Gesundheitswerkzeuge für Patienten mit Nierenerkrankung: Anforderungen südostasiatischer Bevölkerungsgruppen;Qualitative Studie mit 10 Personen südostasiatischer Herkunft mit Nierenerkrankungen zu Barrieren und Chancen bei der Nutzung digitaler Gesundheitsinformationen.;Hauptbarriere: Sprache – Teilnehmer forderten Informationen in ihrer Muttersprache. Chancen: Empfehlungen durch vertraute Personen (Ärzte, Gemeindeleiter) reduzierten Angst. Kulturell angepasste Inhalte sind notwendig für Akzeptanz und Nutzung.;UK-Kontext, übertragbar auf mehrsprachige Gruppen in europäischen Gesundheitssystemen.;42365449;https://pubmed.ncbi.nlm.nih.gov/42365449/
2026-09-01;Holst C et al.;05.05.2026;26.06.2026;Health Promot Int;2026;Schulkrankenpfleger stärken Widerstandskraft gegen Gesundheitsinformation: Qualifizierungsbedarf in Norwegen;Qualitative Kontextanalyse mit 4 Interviews, 1 Fokusgruppe und Co-Design-Workshop mit Schulkrankenpflegern zu ihrer Fähigkeit, kritische Health Literacy gegen Desinformation zu unterrichten.;"Schulkrankenpfleger sind motiviert und erkennen Gefährlichkeit von Desinformation an, aber: Wissen zu kritischer Health Literacy ist ungleich verteilt; Unterrichtszeit ist knapp wegen Verpflichtungen. Ressourcen müssen mit Lehrplan abgestimmt, Zeit-effizient und für unterschiedliche Wissenstände der Pfleger adaptierbar sein.";Norwegen, skandinavisches System mit Schulkrankenpflege-Rollen, Schulkurrikulum systemgebunden.;42361227;https://pubmed.ncbi.nlm.nih.gov/42361227/
2026-09-01;van der Starre CM et al.;09.06.2026;25.06.2026;Patient Educ Couns;2026;Entscheidungsfindung bei hochrisikoprostatakarzinom: Patienten- und Fachperspektiven;Qualitative Studie mit 20 Patienten und 17 Fachpersonen in niederländischen Krankenhäusern zur Untersuchung, wie Informationen zu Behandlungsoptionen (Operation vs. Strahlentherapie) bereitgestellt werden und wie sie Entscheidungen beeinflussen.;"Große Unterschiede zwischen Kliniken in der Informationsbereitstellung; Ärzte und Pflegekräfte prägen Entscheidungen stark. Nur 3 von 17 Fachpersonen sahen Strahlentherapie-Onkologen eingebunden. Patienten wünschten sich individualisierte Informationen und mehr Beteiligung von Spezialisten, doch Entscheidungen folgten häufig ärztlichen Empfehlungen statt echtem Shared Decision Making.";Niederländische Kliniken, vergleichbares Versicherungssystem, relevant für interdisziplinäre Entscheidungsfindung.;42349072;https://pubmed.ncbi.nlm.nih.gov/42349072/
2026-08-31;de Ridder LA et al.;01.11.2026;31.07.2026;Int J Med Inform;2026;ChatGPT gibt klinisch gute HPV-Information, aber Ärzte sind uneins;"Zwei Jahre Longitudinal-Evaluation: 10 häufige Patientenfragen zu HPV und zervikaler Intraepithelneoplasie wurden zwei Mal an ChatGPT gestellt; fünf Gynäkologen bewerteten Genauigkeit und Leitlinienkonformität auf Likert-Skala.";2024: 88,0% favorabled ratings für wahrgenommene Genauigkeit, 82,0% für Konsentalignment. 2025: 92,0% und 76,0%. Fleiss' Kappa <0 (schlechtere Übereinstimmung als Zufall) zeigt hohe Rater-Variabilität. Keine objektive Leitlinien-Benchmarkierung durchgeführt.;"Niederlande, KI-Hub; Chatbot auf Verständlichkeit geprüft, nicht reine Technik";42537621;https://pubmed.ncbi.nlm.nih.gov/42537621/
2026-08-31;Pellegrino A et al.;28.07.2026;28.07.2026;Diabetes Res Clin Pract;2026;Kulturelle Schulung senkt HbA1c bei Migranten mit Typ-2-Diabetes;Randomisierte Studie zur Wirkung einer kultursensiblen, partizipativ entwickelten Diabetes-Schulung durch Diätassistenten und kulturelle Vermittler bei 202 Immigranten in Italien.;"Intervention zeigte HbA1c-Senkung von 0,70% (95%-KI: -1,31 bis -0,09; p=0,026) nach 12 Monaten. Mediation durch erhöhte Vollkornzufuhr und Taillenumfangreduktion erklärt 40% des Effekts. Signifikante Verbesserungen auch bei Triglyzeriden, Gesamtcholesterin und Therapieadhärenz.";"Italien, vergleichbares Sozialsystem; sprachgebunden: braucht kulturelle Vermittler";42520979;https://pubmed.ncbi.nlm.nih.gov/42520979/
2026-08-31;Magi CE et al.;24.07.2026;24.07.2026;Diabetes Res Clin Pract;2026;Validiertes Messinstrument für Diabetes-Gesundheitskompetenz bei italienischen Patienten;Kulturelle Adaptation und psychometrische Validierung der DHLS (Diabetes Health Literacy Scale) für Italienisch mit 300 Patienten mit Typ-2-Diabetes, Vergleich von im Inland und im Ausland Geborenen.;"Dreigliedrige Faktorstruktur bestätigt (CFI=0,921; RMSEA=0,077). Innere Konsistenz ω=0,759-0,868, insgesamt ω=0,940. Partielle metrische Invarianz zwischen Geburtsgruppen: direkte latente Vergleiche problematisch. Konvergenz mit vergleichbaren Instrumenten nachgewiesen.";"Italien; nur Messinstrument, keine Wirkungsmessung – grenzwertig für Auswahl";42497961;https://pubmed.ncbi.nlm.nih.gov/42497961/
2026-08-31;Kortegaard AS et al.;14.07.2026;09.07.2026;Health Lit Res Pract;2026;Sieben Gesundheitskompetenz-Profile zeigen Interventionsbedarf in Diabetes-Versorgung;"Mixed-Methods-Studie mit HLQ und eHLQ an 238 Erwachsenen mit Typ-1-Diabetes in dänischem Spezialistenzentrum; Clusteranalyse und Vignetten zeigten Diversität der Health-Literacy-Stärken und -Bedürfnisse.";19,7% mit niedriger Health Literacy identifiziert, Schwierigkeit bei Navigieren im Gesundheitssystem häufig. Sieben unterschiedliche Profile von aktiver Selbstversorgung bis zu niedriger Beteiligung und Familienabhängigkeit. Vignetten verdeutlichen konkrete Patientenerfahrungen und Herausforderungen.;"Dänemark, vergleichbar; zeigt Diversität in Zielgruppe";42423556;https://pubmed.ncbi.nlm.nih.gov/42423556/
2026-08-31;Exton-Smith H et al.;08.07.2026;08.07.2026;J Med Internet Res;2026;Männer, ältere, weniger Bildung: Wer hat Probleme mit digitaler Gesundheitskompetenz?;Querschnittsbefragung mit 1.525 UK-Internetnutzern zu digitaler Health Literacy (eHEALS) und soziodemografischen, wirtschaftlichen sowie sozialen Faktoren.;"21% mit niedriger digitaler Health Literacy. Höheres Risiko für niedriges eHEALS bei: Alter ≥65 Jahre (OR=1,43; p=0,04), niedriger sozialer Klasse (OR=1,37; p=0,02), männliches Geschlecht (OR=0,60 für Frauen, p<0,001), unter Universitätsabschluss (OR=0,52-0,58; p<0,001). Modell erklärt nur modest Varianz; Dunkelziffer in Gesamtbevölkerung höher.";"Großbritannien, NHS-System; ähnlich Deutschland; Basis nur Internetnutzer";42418731;https://pubmed.ncbi.nlm.nih.gov/42418731/
2026-08-31;Chauhan A et al.;30.06.2026;30.06.2026;PLoS One;2026;Validiertes Instrument misst Tuberkulose-Gesundheitskompetenz in Indien;Kulturelle Adaptation und Validierung der Health Literacy Instrument for Adults (HELIA) für TB-Patienten (HELIA-TB) in Indien mit 393 Erwachsenen in Behandlung.;"Fünf Domänen beibehalten; innere Konsistenz α=0,82-0,89 (gesamt 0,86), Test-Retest-Reliabilität ICC=0,88, Content-Validität S-CVI/Ave=0,92. Health Literacy signifikant assoziiert mit Therapieadhärenz (Cohen's d=0,89; p<0,001) und Selbstgesundheitsbewertung (d=0,76; p<0,001).";"Indien; kulturelle und sprachliche Adaptation nötig";42378212;https://pubmed.ncbi.nlm.nih.gov/42378212/
2026-08-31;Brun E et al.;21.07.2026;30.06.2026;Nephrol Ther;2026;Entscheidungshilfen für Nierenkranke: Was Ärzte wirklich davon halten;Qualitative Interviews mit 17 französischen Nephrologen zu ihrer Wahrnehmung und Nutzung von Entscheidungshilfen für Patienten mit chronischer Nierenkrankheit bei Behandlungswahl.;"Sieben Themen: große Vielfalt genutzter Unterstützungsinstrumente; professionelle Haltung zentral; ideales Tool soll Lernprozess initiieren, Patientenselbstbestimmung stärken, Beziehung verbessern. Ambivalenz über Einbeziehung von Angehörigen. Technik sollte Interaktion nicht ersetzen.";"Frankreich, SAMU; Entscheidungshilfen systemabhängig";42377067;https://pubmed.ncbi.nlm.nih.gov/42377067/
2026-08-30;Workie MG et al.;28.08.2026;29.08.2026;Int J Tuberc Lung Dis;2026;Peer-geführte TB-Schulung verbessert Behandlungserfolg und psychische Gesundheit;Protokoll für Cluster-RCT in Äthiopien (30 Gesundheitszentren, 250 Teilnehmende) evaluiert Effektivität von Peermentoren-geleiteter Schulung für Behandlungserfolg, Lebensqualität, Behinderung und Depression bei arzneimittelempfindlicher Lungentuberkulose.;"Die Studie wird Mixed-Effects-Logistik-Regression für Behandlungsergebnisse und generalisierte Schätzgleichungen für Lebensqualität, Behinderung und Depression verwenden; statistische Signifikanz bei p<0,05 mit 95% KI. Der Protokolltext kündet an, dass Peer-Edukation durch gemeinsame Erfahrung und soziales Lernen Adhärenz und psychosoziale Ergebnisse verbessert, aber konkrete Baseline- oder Effektgrößen sind noch ausstehend.";Äthiopien, niedriges Einkommen, Peer-Ansatz kultursensibel und universell anwendbar, aber Übertragung auf Deutschland schwach.;42665894;https://pubmed.ncbi.nlm.nih.gov/42665894/
